0, 0
1, 0.002025
2, 0.016375
3, 0.028654
4, 0.039753
5, 0.012109
6, 0.005952
7, 0.013517
8, 0.024117
9, 1.03748
10, 1.05042
11, 1.06366
12, 1.09168
13, 1.108
14, 1.14019
15, 1.1493
16, 1.16201
17, 1.18866
18, 1.19829
19, 1.2125
20, 1.22076
21, 1.23227
22, 1.24085
23, 1.25282
24, 1.26454
25, 1.27621
26, 1.28339
27, 1.29392
28, 1.2982
29, 1.32399
30, 1.33609
31, 1.34423
32, 1.16832
33, 1.16418
34, 1.12734
35, 1.11689
36, 1.05617
37, 1.03453
38, 1.0208
39, 0.991101
40, 2.16242
41, 2.14514
42, 2.11644
43, 2.09474
44, 2.06953
45, 2.06736
46, 2.04637
47, 2.02644
48, 2.01842
49, 1.99917
50, 1.9893
51, 1.96154
52, 1.95286
53, 1.92846
54, 1.91413
55, 1.91227
56, 1.90331
57, 1.8908
58, 1.86827
59, 3.91307
60, 3.9296
61, 3.96116
62, 3.98883
63, 4.00136
64, 4.01423
65, 4.02961
66, 4.05185
67, 4.07325
68, 4.0758
69, 4.0814
70, 4.09745
71, 4.11102
72, 4.17744
73, 4.19319
74, 4.22466
75, 4.22582
76, 4.24869
77, 4.26732
78, 4.28065
79, 4.28658
80, 4.29104
81, 0.984934
82, 0.977951
83, 1.21471
84, 1.21003
85, 1.19124
86, 1.16801
87, 1.14932
88, 1.13177
89, 1.12185
90, 1.11359
91, 1.1074
92, 1.08334
93, 1.06657
94, 1.05427
95, 1.03353
96, 1.02742
97, 1.01573
98, 1.00318
99, 2.06376
100, 2.07034
101, 2.08719
102, 2.09963
103, 2.11086
104, 2.12323
105, 2.13652
106, 2.14947
107, 2.16761
108, 2.18944
109, 2.19638
110, 2.22301
111, 2.24414
112, 2.26027
113, 2.26428
114, 2.2689
115, 2.27784
116, 2.28621
117, 2.29141
118, 2.30247
119, 2.34103
120, 2.34506
121, 2.35563
122, 2.36101
123, 2.38167
124, 2.39342
125, 2.39565
126, 1.8877
127, 1.90072
128, 1.91053
129, 1.9242
130, 1.93677
131, 1.94801
132, 1.96028
133, 1.9732
134, 1.98826
135, 2.01049
136, 2.01822
137, 2.03216
138, 2.04033
139, 2.04486
140, 2.05313
141, 1.247
142, 1.26147
143, 1.27502
144, 1.29479
145, 1.30259
146, 1.327
147, 1.34293
148, 1.35695
149, 1.36363
150, 1.37227
151, 1.37608
152, 1.39176
153, 1.4038
154, 1.41353
155, 1.42615
156, 1.44598
157, 1.45573
158, 1.46122
159, 1.46985
160, 1.47309
161, 1.47895
162, 1.48311
163, 1.48904
164, 1.49845
165, 1.50114
166, 1.50471
167, 1.51479
168, 1.52344
169, 1.52875
170, 1.53494
171, 1.54231
172, 1.54869
173, 1.56492
174, 1.57576
175, 1.59103
176, 1.59808
177, 1.61003
178, 1.60775
179, 1.59669
180, 1.59136
181, 1.58
182, 1.57893
183, 1.55058
184, 1.54507
185, 1.53631
186, 1.5307
187, 1.5194
188, 1.51378
189, 1.46021
190, 1.44708
191, 1.43979
192, 1.43438
193, 1.41528
194, 1.41148
195, 1.38096
196, 1.35952
197, 1.32595
198, 1.30485
199, 1.28268
200, 1.25967
201, 1.25183
202, 1.23484
203, 1.22237
204, 3.98836
205, 3.95642
206, 3.94523
207, 3.94161
208, 3.9393
209, 3.92385
210, 3.90084
211, 3.88396
212, 3.87419
